 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.277455,-0.75043,0.319979,-2.01051,6.50713,6.12344,0.863898,0.737911,-0.0795694,-0.996829,-0.122788,0.0535217,-12.0654,-12.1929,-12.1562,-12.1342,0.738371,-0.858359,-0.399364
0.296033,-0.75043,0.320672,-1.99449,6.56065,6.11731,0.866464,0.733536,-0.0691022,-0.99761,-0.126293,0.0538209,-12.0272,-12.1378,-12.1076,-12.0871,0.7381,-0.858075,-0.421618
0.314358,-0.74421,0.32119,-1.97845,6.61447,6.11117,0.86994,0.731028,-0.0592952,-0.99824,-0.129346,0.0540728,-11.988,-12.0829,-12.0582,-12.0396,0.739063,-0.859088,-0.443151
0.332369,-0.731225,0.321523,-1.96238,6.66854,6.10508,0.873236,0.729213,-0.0501246,-0.998743,-0.13197,0.0542796,-11.9479,-12.0282,-12.0083,-11.9917,0.740168,-0.860267,-0.463922
0.350012,-0.711093,0.321653,-1.94629,6.72282,6.09909,0.874208,0.725792,-0.0415677,-0.999136,-0.134187,0.054444,-11.907,-11.9735,-11.9578,-11.9433,0.739266,-0.859351,-0.483896
0.367232,-0.646907,0.321207,-1.91413,6.77727,6.08765,0.87611,0.72389,-0.033603,-0.999435,-0.136018,0.0545684,-11.8651,-11.9189,-11.9069,-11.8945,0.739597,-0.859499,-0.503043
0.383982,-0.601298,0.320571,-1.89808,6.83183,6.08233,0.87772,0.722717,-0.0262103,-0.999656,-0.137486,0.0546556,-11.8224,-11.8644,-11.8555,-11.8454,0.739932,-0.859954,-0.521336
0.400216,-0.545521,0.319615,-1.88207,6.88649,6.07738,0.880273,0.722927,-0.0193707,-0.999812,-0.138612,0.0547079,-11.7789,-11.8099,-11.8037,-11.7959,0.741496,-0.861403,-0.538752
0.415894,-0.478666,0.318305,-1.86612,6.9412,6.0729,0.880871,0.722054,-0.0130663,-0.999915,-0.139418,0.054728,-11.7346,-11.7555,-11.7515,-11.7461,0.741378,-0.86141,-0.555276
0.43098,-0.399826,0.316604,-1.85025,6.99592,6.06895,0.880116,0.720254,-0.0072807,-0.999973,-0.139926,0.0547184,-11.6895,-11.7012,-11.6991,-11.6959,0.740167,-0.86016,-0.570894
0.445442,-0.307509,0.314461,-1.83448,7.05064,6.06566,0.882382,0.722018,-0.0019986,-0.999998,-0.140157,0.0546815,-11.6437,-11.6469,-11.6464,-11.6455,0.742223,-0.862174,-0.585599
0.459252,-0.198301,0.31177,-1.81882,7.10532,6.06312,0.886359,0.72604,0.002794,-0.999996,-0.140135,0.0546193,-11.5972,-11.5927,-11.5934,-11.5947,0.746221,-0.866173,-0.599385
0.472387,-0.0749897,0.308593,-1.80331,7.15994,6.06149,0.880767,0.730458,0.0071099,-0.999975,-0.13988,0.054534,-11.55,-11.5385,-11.5404,-11.5437,0.740864,-0.87032,-0.612255
0.484827,0.0631026,0.3049,-1.78797,7.21448,6.06087,0.829414,0.770586,0.0109609,-0.99994,-0.139415,0.0544274,-11.5016,-11.484,-11.4872,-11.4925,0.689949,-0.909955,-0.624213
0.496556,0.216573,0.300667,-1.77283,7.26891,6.06139,0.828764,0.771236,0.0143576,-0.999897,-0.138762,0.0543013,-11.4529,-11.4299,-11.4339,-11.441,0.689917,-0.909918,-0.635267
0.507565,0.385922,0.295872,-1.75791,7.32321,6.06318,0.827942,0.772058,0.0173095,-0.99985,-0.137941,0.054157,-11.4036,-11.3759,-11.3805,-11.3893,0.689877,-0.909883,-0.64543
0.517844,0.773826,0.284527,-1.72886,7.37736,6.07107,0.826972,0.773028,0.0198249,-0.999803,-0.136976,0.053996,-11.3538,-11.3221,-11.3272,-11.3374,0.689833,-0.909852,-0.654718
0.52739,0.992952,0.277956,-1.7148,7.43136,6.07744,0.82588,0.77412,0.0219113,-0.99976,-0.135888,0.053819,-11.3035,-11.2684,-11.2738,-11.2854,0.689794,-0.909822,-0.663151
0.536203,1.22901,0.270783,-1.70108,7.48518,6.0856,0.824697,0.775303,0.023575,-0.999722,-0.134699,0.0536274,-11.2526,-11.2149,-11.2206,-11.2332,0.689769,-0.909786,-0.670752
0.544284,1.48201,0.263012,-1.68773,7.53881,6.09569,0.823457,0.776543,0.0248213,-0.999692,-0.13343,0.0534213,-11.2013,-11.1616,-11.1674,-11.1809,0.689773,-0.909734,-0.677547
0.551641,1.75245,0.254638,-1.67479,7.59223,6.10783,0.82214,0.77786,0.0256547,-0.999671,-0.132105,0.0532016,-11.1495,-11.1085,-11.1143,-11.1284,0.689765,-0.909709,-0.683564
0.55828,2.03843,0.245724,-1.66228,7.64543,6.12216,0.820883,0.779117,0.0260784,-0.99966,-0.130744,0.0529689,-11.0973,-11.0556,-11.0613,-11.0759,0.68986,-0.909596,-0.688834
0.564215,2.34018,0.236279,-1.65023,7.6984,6.13879,0.81952,0.78048,0.0260958,-0.999659,-0.129369,0.0527207,-11.0447,-11.0029,-11.0086,-11.0233,0.689872,-0.909583,-0.693392
0.569457,2.6872,0.225546,-1.63868,7.75112,6.15782,0.818018,0.781982,0.0257044,-0.99967,-0.128003,0.0524685,-10.9917,-10.9505,-10.956,-10.9706,0.689745,-0.909726,-0.697271
0.574021,2.88065,0.218751,-1.62757,7.80359,6.1796,0.816679,0.783321,0.0249205,-0.999689,-0.126667,0.0523373,-10.9383,-10.8984,-10.9036,-10.9179,0.689759,-0.909744,-0.70051
0.577936,3.46798,0.201699,-1.61704,7.85592,6.20286,0.815385,0.784615,0.0239687,-0.999713,-0.125378,0.0523229,-10.8848,-10.8464,-10.8514,-10.8652,0.689773,-0.909767,-0.703147
0.581257,4.25113,0.179545,-1.6075,7.90825,6.23075,0.814165,0.785835,0.0230369,-0.999735,-0.124138,0.0523126,-10.8312,-10.7944,-10.7991,-10.8125,0.689811,-0.909764,-0.705241
0.584049,4.51295,0.157977,-1.59906,7.96056,6.26477,0.813302,0.786698,0.022114,-0.999756,-0.122946,0.0523122,-10.7777,-10.7423,-10.7468,-10.7597,0.690157,-0.909451,-0.706852
0.586374,4.5039,0.13611,-1.59171,8.01287,6.30069,0.811875,0.788125,0.0212029,-0.999775,-0.121803,0.0523178,-10.7241,-10.6902,-10.6945,-10.7069,0.689889,-0.909751,-0.708045
0.588295,4.49487,0.114159,-1.58545,8.06519,6.33633,0.810731,0.789269,0.0203029,-0.999794,-0.120707,0.0523288,-10.6706,-10.6381,-10.6422,-10.6541,0.689857,-0.909814,-0.70888
0.589875,4.48586,0.0921358,-1.58029,8.11752,6.3717,0.80966,0.79034,0.0194141,-0.999811,-0.119658,0.0523433,-10.617,-10.586,-10.5899,-10.6013,0.68985,-0.909849,-0.709422
0.591179,4.47686,0.0700641,-1.57624,8.16986,6.4068,0.808666,0.791334,0.0185365,-0.999828,-0.118655,0.0523605,-10.5635,-10.5338,-10.5375,-10.5485,0.689872,-0.909853,-0.709733
0.59227,4.46788,0.048195,-1.57328,8.22222,6.44165,0.80773,0.79227,0.0176699,-0.999844,-0.117698,0.0523795,-10.5099,-10.4816,-10.4851,-10.4956,0.689906,-0.909844,-0.709875
0.593207,4.45893,0.0291198,-1.57138,8.2746,6.47623,0.806793,0.793207,0.0168145,-0.999859,-0.116787,0.0523993,-10.4563,-10.4294,-10.4328,-10.4427,0.689892,-0.909882,-0.70991
0.594038,4.44106,0.0169572,-1.56938,8.327,6.54465,0.805944,0.794056,0.0159701,-0.999873,-0.11592,0.0524195,-10.4027,-10.3772,-10.3804,-10.3899,0.689922,-0.909874,-0.709882
0.594776,4.43215,0.0167048,-1.56854,8.37942,6.57849,0.805141,0.794859,0.0151368,-0.999885,-0.115097,0.0524394,-10.3491,-10.3249,-10.328,-10.337,0.689952,-0.909865,-0.709805
0.595425,4.42327,0.0164529,-1.56771,8.43186,6.61209,0.80433,0.79567,0.0143144,-0.999897,-0.114317,0.0524592,-10.2955,-10.2726,-10.2755,-10.284,0.68993,-0.909906,-0.709681
0.595986,4.4144,0.0162015,-1.5669,8.48432,6.64546,0.803634,0.796366,0.0135031,-0.999909,-0.113581,0.052479,-10.242,-10.2203,-10.2231,-10.2311,0.68998,-0.909874,-0.709513
0.59646,4.40554,0.0159507,-1.56609,8.5368,6.67859,0.802952,0.797048,0.0127027,-0.999919,-0.112887,0.0524986,-10.1884,-10.168,-10.1706,-10.1782,0.69,-0.909871,-0.709299
0.596848,4.39671,0.0157003,-1.5653,8.5893,6.71149,0.802261,0.797739,0.0119133,-0.999929,-0.112235,0.0525181,-10.1347,-10.1157,-10.1181,-10.1252,0.689968,-0.909918,-0.709041
0.597152,4.38789,0.0154505,-1.56452,8.64182,6.74416,0.801773,0.798227,0.0111347,-0.999938,-0.111625,0.0525374,-10.0811,-10.0633,-10.0656,-10.0722,0.690098,-0.909803,-0.70874
0.597372,4.37909,0.0152013,-1.56376,8.69435,6.77662,0.801163,0.798837,0.0103671,-0.999946,-0.111055,0.0525565,-10.0275,-10.0109,-10.013,-10.0192,0.690065,-0.909849,-0.708395
0.597511,4.37031,0.0149526,-1.563,8.74691,6.80885,0.800548,0.799452,0.0096103,-0.999954,-0.110526,0.0525755,-9.9739,-9.95853,-9.96047,-9.96621,0.689985,-0.909941,-0.708009
0.597568,4.36155,0.0147045,-1.56226,8.79948,6.84087,0.799476,0.800524,0.0088644,-0.999961,-0.110036,0.0525942,-9.92028,-9.90609,-9.90789,-9.91319,0.689409,-0.910528,-0.707581
0.597546,4.3528,0.014457,-1.56153,8.85208,6.87267,0.799402,0.800598,0.0081293,-0.999967,-0.109586,0.0526128,-9.86666,-9.85365,-9.8553,-9.86016,0.68979,-0.910157,-0.707112
0.597446,4.34407,0.0142101,-1.56082,8.90469,6.90427,0.799164,0.800836,0.007405,-0.999973,-0.109174,0.0526312,-9.81303,-9.80119,-9.80269,-9.80712,0.689969,-0.909988,-0.706603
0.597269,4.33536,0.0139638,-1.56011,8.95732,6.93565,0.798545,0.801455,0.0066915,-0.999978,-0.1088,0.0526493,-9.7594,-9.7487,-9.75006,-9.75406,0.689727,-0.910237,-0.706055
0.597015,4.32667,0.0137181,-1.55942,9.00997,6.96684,0.798447,0.801553,0.0059887,-0.999982,-0.108463,0.0526672,-9.70577,-9.69619,-9.69742,-9.70099,0.689969,-0.910002,-0.705468
0.596687,4.31799,0.013473,-1.55874,9.06264,6.99782,0.798123,0.801877,0.0052967,-0.999986,-0.108164,0.0526849,-9.65214,-9.64367,-9.64475,-9.64791,0.689948,-0.91003,-0.704842
0.596285,4.30933,0.0132286,-1.55807,9.11532,7.02861,0.797742,0.802258,0.0046153,-0.999989,-0.107901,0.0527023,-9.59851,-9.59112,-9.59207,-9.59482,0.689833,-0.91015,-0.70418
0.595811,4.30069,0.0129848,-1.55742,9.16803,7.05919,0.79766,0.80234,0.0039447,-0.999992,-0.107673,0.0527195,-9.54487,-9.53856,-9.53938,-9.54173,0.68998,-0.910007,-0.70348
0.595266,4.29207,0.0127416,-1.55677,9.22075,7.08959,0.797429,0.802571,0.0032848,-0.999995,-0.107481,0.0527364,-9.49124,-9.48598,-9.48666,-9.48862,0.689943,-0.910048,-0.702745
0.594651,4.28346,0.0124991,-1.55614,9.27348,7.1198,0.797237,0.802763,0.0026354,-0.999996,-0.107324,0.052753,-9.4376,-9.43338,-9.43393,-9.4355,0.689909,-0.910085,-0.701974
0.593968,4.2663,0.0120159,-1.55492,9.32624,7.17965,0.79719,0.80281,0.0019968,-0.999998,-0.107201,0.0527694,-9.38396,-9.38077,-9.38118,-9.38237,0.689987,-0.910009,-0.701168
0.593217,4.25774,0.0117753,-1.55432,9.379,7.20929,0.797091,0.802909,0.0013687,-0.999999,-0.107112,0.0527854,-9.33032,-9.32813,-9.32842,-9.32923,0.689979,-0.91002,-0.700328
0.5924,4.2492,0.0115353,-1.55374,9.43179,7.23876,0.797054,0.802946,0.0007513,-1,-0.107056,0.0528012,-9.27669,-9.27548,-9.27564,-9.27609,0.689998,-0.910001,-0.699455
0.591518,4.24068,0.011296,-1.55317,9.48459,7.26805,0.797027,0.802973,0.0001444,-1,-0.107032,0.0528166,-9.22305,-9.22282,-9.22285,-9.22293,0.689995,-0.910005,-0.69855
0.590572,4.23218,0.0110573,-1.55261,9.53741,7.29717,0.79702,0.80298,-0.0004519,-1,-0.10704,0.0528318,-9.16941,-9.17014,-9.17004,-9.16977,0.68998,-0.91002,-0.697612
0.589564,4.22369,0.0108193,-1.55206,9.59024,7.32611,0.797071,0.802929,-0.0010377,-1,-0.10708,0.0528465,-9.11578,-9.11744,-9.11722,-9.11661,0.689991,-0.910008,-0.696643
0.588494,4.21522,0.0105819,-1.55153,9.64309,7.35488,0.797051,0.802949,-0.0016129,-0.999999,-0.10715,0.0528611,-9.06215,-9.06473,-9.06438,-9.06343,0.6899,-0.910098,-0.695644
0.587365,4.20677,0.0103451,-1.551,9.69595,7.38348,0.797207,0.802793,-0.0021776,-0.999998,-0.107251,0.0528752,-9.00851,-9.012,-9.01153,-9.01025,0.689954,-0.910042,-0.694614
0.586176,4.19833,0.0101089,-1.55049,9.74882,7.41191,0.797354,0.802646,-0.0027318,-0.999996,-0.107382,0.052889,-8.95489,-8.95926,-8.95867,-8.95706,0.689969,-0.910025,-0.693556
0.58493,4.18991,0.0098734,-1.54999,9.80171,7.44018,0.797535,0.802465,-0.0032756,-0.999995,-0.107542,0.0529024,-8.90126,-8.9065,-8.90579,-8.90387,0.689989,-0.910002,-0.692469
0.583628,4.18151,0.0096385,-1.54951,9.85461,7.46828,0.797025,0.802975,-0.0038088,-0.999993,-0.10773,0.0529155,-8.84764,-8.85373,-8.8529,-8.85067,0.689289,-0.9107,-0.691353
0.58227,4.17313,0.0094042,-1.54903,9.90753,7.49623,0.797933,0.802067,-0.0043317,-0.999991,-0.107947,0.0529283,-8.79401,-8.80095,-8.79999,-8.79747,0.689979,-0.910006,-0.690211
0.580858,4.16476,0.0091705,-1.54857,9.96046,7.52401,0.798128,0.801872,-0.004844,-0.999988,-0.108191,0.0529406,-8.7404,-8.74815,-8.74708,-8.74426,0.689928,-0.910053,-0.689042
0.579394,4.15641,0.0089374,-1.54811,10.0134,7.55163,0.798452,0.801548,-0.005346,-0.999986,-0.108462,0.0529525,-8.68678,-8.69534,-8.69415,-8.69105,0.689978,-0.909999,-0.687848
0.577878,4.14807,0.0087049,-1.54767,10.0664,7.5791,0.798758,0.801242,-0.0058376,-0.999983,-0.10876,0.0529641,-8.63318,-8.64252,-8.64121,-8.63784,0.689984,-0.909988,-0.686628
0.576312,4.13975,0.008473,-1.54724,10.1193,7.60642,0.79907,0.80093,-0.0063187,-0.99998,-0.109083,0.0529754,-8.57957,-8.58968,-8.58826,-8.58462,0.689971,-0.909997,-0.685384
0.574697,4.13145,0.0082416,-1.54682,10.1723,7.63358,0.799406,0.800594,-0.0067895,-0.999977,-0.109432,0.0529861,-8.52597,-8.53684,-8.5353,-8.5314,0.689956,-0.910007,-0.684116
0.573034,4.1149,0.0077806,-1.54602,10.2253,7.68746,0.799842,0.800158,-0.0072498,-0.999974,-0.109806,0.0529965,-8.47238,-8.48398,-8.48233,-8.47818,0.690015,-0.909942,-0.682825
0.571325,4.10665,0.0075509,-1.54564,10.2783,7.71418,0.800287,0.799713,-0.0076999,-0.99997,-0.110203,0.0530065,-8.41879,-8.43111,-8.42935,-8.42495,0.69006,-0.909893,-0.681511
0.56957,4.09841,0.0073217,-1.54527,10.3313,7.74075,0.800666,0.799334,-0.0081395,-0.999967,-0.110625,0.053016,-8.36521,-8.37823,-8.37636,-8.37173,0.690014,-0.909933,-0.680176
0.567771,4.09019,0.0070931,-1.54491,10.3843,7.76718,0.801325,0.798675,-0.0085689,-0.999963,-0.11107,0.0530252,-8.31163,-8.32534,-8.32336,-8.3185,0.690226,-0.909715,-0.67882
0.565929,4.08199,0.006865,-1.54456,10.4373,7.79346,0.801661,0.798339,-0.0089879,-0.99996,-0.111537,0.0530339,-8.25806,-8.27245,-8.27036,-8.26527,0.690091,-0.909844,-0.677443
0.564045,4.07381,0.0066374,-1.54422,10.4904,7.81961,0.802043,0.797957,-0.0093966,-0.999956,-0.112027,0.0530422,-8.2045,-8.21954,-8.21734,-8.21204,0.689981,-0.909949,-0.676047
0.562121,4.06564,0.0064103,-1.54389,10.5434,7.84561,0.802564,0.797436,-0.0097949,-0.999952,-0.112537,0.0530501,-8.15095,-8.16662,-8.16432,-8.15881,0.689988,-0.909935,-0.674631
0.560157,4.05748,0.0061836,-1.54358,10.5964,7.87148,0.803105,0.796895,-0.010183,-0.999948,-0.113069,0.0530575,-8.0974,-8.1137,-8.11129,-8.10558,0.689994,-0.909923,-0.673198
0.558156,4.04935,0.0059574,-1.54328,10.6495,7.89721,0.803659,0.796341,-0.0105608,-0.999944,-0.113621,0.0530644,-8.04387,-8.06076,-8.05825,-8.05235,0.689993,-0.909918,-0.671746
0.556118,4.04123,0.0057317,-1.54298,10.7026,7.92281,0.804218,0.795782,-0.0109283,-0.99994,-0.114193,0.053071,-7.99034,-8.00782,-8.00521,-7.99913,0.689976,-0.909928,-0.670278
0.554044,4.03312,0.0055065,-1.5427,10.7556,7.94827,0.804801,0.795199,-0.0112855,-0.999936,-0.114784,0.0530771,-7.93682,-7.95488,-7.95215,-7.9459,0.689965,-0.909933,-0.668793
0.551936,4.02503,0.0052816,-1.54243,10.8087,7.9736,0.805413,0.794587,-0.0116324,-0.999932,-0.115394,0.0530826,-7.88331,-7.90192,-7.8991,-7.89268,0.689964,-0.909928,-0.667293
0.549795,4.01696,0.0050572,-1.54218,10.8618,7.9988,0.806069,0.793931,-0.0119691,-0.999928,-0.116023,0.0530878,-7.82981,-7.84896,-7.84604,-7.83946,0.689989,-0.909897,-0.665778
0.547622,4.00891,0.0048332,-1.54193,10.9149,8.02387,0.806688,0.793312,-0.0122955,-0.999924,-0.116668,0.0530925,-7.77632,-7.79599,-7.79297,-7.78624,0.689959,-0.90992,-0.664249
0.545418,4.00087,0.0046095,-1.54169,10.968,8.04881,0.807369,0.792631,-0.0126117,-0.99992,-0.117331,0.0530967,-7.72284,-7.74302,-7.7399,-7.73302,0.689973,-0.909899,-0.662706
0.543185,3.99285,0.0043862,-1.54147,11.0211,8.07363,0.808032,0.791968,-0.0129176,-0.999917,-0.118011,0.0531005,-7.66937,-7.69004,-7.68683,-7.67981,0.689954,-0.909912,-0.66115
0.540923,3.98484,0.0041633,-1.54125,11.0742,8.09832,0.808825,0.791175,-0.0132132,-0.999913,-0.118706,0.0531037,-7.61592,-7.63706,-7.63375,-7.6266,0.690048,-0.909812,-0.659582
0.538635,3.96887,0.0037185,-1.54086,11.1273,8.14732,0.809539,0.790461,-0.0134987,-0.999909,-0.119416,0.0531065,-7.56247,-7.58407,-7.58067,-7.5734,0.690049,-0.909806,-0.658003
0.536321,3.96091,0.0034966,-1.54068,11.1804,8.17164,0.810161,0.789839,-0.0137739,-0.999905,-0.120142,0.0531089,-7.50904,-7.53108,-7.52759,-7.5202,0.689942,-0.909906,-0.656412
0.533982,3.95297,0.003275,-1.54051,11.2335,8.19584,0.8109,0.7891,-0.0140389,-0.999901,-0.120882,0.0531106,-7.45562,-7.47808,-7.4745,-7.46701,0.689938,-0.909904,-0.654812
0.53162,3.94504,0.0030536,-1.54035,11.2866,8.21992,0.811652,0.788348,-0.0142936,-0.999898,-0.121635,0.053112,-7.40222,-7.42509,-7.42142,-7.41382,0.689933,-0.909903,-0.653201
0.529236,3.93713,0.0028326,-1.5402,11.3397,8.24388,0.812414,0.787586,-0.0145381,-0.999894,-0.122402,0.0531129,-7.34882,-7.37209,-7.36833,-7.36064,0.689926,-0.909905,-0.651583
0.526831,3.92924,0.0026117,-1.54007,11.3928,8.26773,0.813203,0.786797,-0.0147724,-0.999891,-0.123182,0.0531132,-7.29545,-7.31908,-7.31524,-7.30746,0.689932,-0.909893,-0.649956
0.524407,3.92136,0.0023912,-1.53994,11.4459,8.29146,0.813978,0.786022,-0.0149965,-0.999888,-0.123973,0.0531131,-7.24208,-7.26608,-7.26215,-7.25429,0.689913,-0.909907,-0.648321
0.521964,3.91349,0.0021708,-1.53983,11.4991,8.31507,0.814813,0.785187,-0.0152104,-0.999884,-0.124776,0.0531124,-7.18873,-7.21307,-7.20907,-7.20113,0.689942,-0.909872,-0.64668
0.519504,3.90565,0.0019506,-1.53973,11.5522,8.33857,0.815762,0.784238,-0.015414,-0.999881,-0.12559,0.0531113,-7.1354,-7.16006,-7.15598,-7.14797,0.690075,-0.909735,-0.645033
0.517028,3.89782,0.0017307,-1.53963,11.6053,8.36196,0.816467,0.783533,-0.0156075,-0.999878,-0.126415,0.0531097,-7.08208,-7.10705,-7.10289,-7.09482,0.689953,-0.909852,-0.64338
0.514537,3.89,0.0015109,-1.53955,11.6584,8.38523,0.817255,0.782745,-0.0157907,-0.999875,-0.127249,0.0531075,-7.02878,-7.05404,-7.04981,-7.04168,0.689904,-0.909896,-0.641722
0.512033,3.8822,0.0012912,-1.53948,11.7115,8.40839,0.818463,0.782252,-0.0159637,-0.999873,-0.128093,0.0531049,-6.97549,-7.00104,-6.99673,-6.98855,0.690266,-0.910246,-0.640061
0.509516,3.87441,0.0010717,-1.53942,11.7646,8.43145,0.82195,0.784031,-0.0161264,-0.99987,-0.128945,0.0531018,-6.92218,-6.94808,-6.94365,-6.93543,0.692897,-0.912874,-0.638396
0.506989,3.86664,0.0008524,-1.53938,11.8177,8.45439,0.828809,0.789162,-0.016279,-0.999868,-0.129806,0.0530981,-6.86883,-6.89517,-6.89057,-6.88232,0.698893,-0.918864,-0.636728
0.504451,3.85889,0.0006331,-1.53934,11.8708,8.47723,0.831257,0.789852,-0.0164213,-0.999865,-0.130675,0.0530939,-6.81557,-6.84219,-6.8375,-6.82922,0.70047,-0.92042,-0.635058
0.501905,3.85115,0.0004139,-1.53931,11.9239,8.49996,0.825561,0.78245,-0.0165534,-0.999863,-0.13155,0.0530892,-6.76246,-6.78908,-6.78443,-6.77613,0.693898,-0.913893,-0.633387
0.499352,3.83572,-2.43e-05,-1.53929,11.977,8.5451,0.823175,0.778278,-0.0166753,-0.999861,-0.132432,0.0530841,-6.70932,-6.73602,-6.73137,-6.72304,0.690628,-0.910603,-0.631715
0.496792,3.82803,-0.0002434,-1.5393,12.0301,8.56751,0.824446,0.777605,-0.016787,-0.999859,-0.13332,0.0530784,-6.65613,-6.68303,-6.67831,-6.66997,0.69101,-0.910816,-0.630043
0.494228,3.82035,-0.0004624,-1.53932,12.0831,8.58982,0.828946,0.780409,-0.0168884,-0.999857,-0.134214,0.0530722,-6.60292,-6.63009,-6.62526,-6.61692,0.694614,-0.914511,-0.628371
0.49166,3.81269,-0.0006814,-1.53935,12.1362,8.61203,0.831327,0.781073,-0.0169795,-0.999856,-0.135112,0.0530654,-6.54975,-6.57713,-6.57222,-6.56387,0.696094,-0.916073,-0.626701
0.489089,3.80505,-0.0009005,-1.53939,12.1893,8.63414,0.828597,0.776559,-0.0170605,-0.999854,-0.136015,0.0530583,-6.4967,-6.52408,-6.51918,-6.51083,0.692461,-0.912462,-0.625033
0.486517,3.79742,-0.0011195,-1.53944,12.2423,8.65615,0.82717,0.773236,-0.0171312,-0.999853,-0.136922,0.0530505,-6.44364,-6.47106,-6.46614,-6.45781,0.690127,-0.910044,-0.623368
0.483945,3.7898,-0.0013387,-1.5395,12.2954,8.67805,0.829287,0.773526,-0.0171916,-0.999852,-0.137832,0.0530422,-6.39054,-6.4181,-6.41312,-6.4048,0.691333,-0.911244,-0.621705
0.481374,3.7822,-0.0015579,-1.53957,12.3484,8.69986,0.834991,0.777277,-0.0172417,-0.999851,-0.138744,0.0530335,-6.33741,-6.36521,-6.3601,-6.3518,0.696123,-0.915905,-0.620047
0.478806,3.77462,-0.0017772,-1.53965,12.4015,8.72157,0.831253,0.771917,-0.0172816,-0.999851,-0.139659,0.0530242,-6.28446,-6.31216,-6.3071,-6.29882,0.69147,-0.911461,-0.618394
0.476241,3.76705,-0.0019965,-1.53975,12.4545,8.74318,0.830591,0.769409,-0.0173113,-0.99985,-0.140575,0.0530144,-6.23147,-6.25917,-6.2541,-6.24585,0.689891,-0.909869,-0.616745
0.473681,3.75949,-0.0022161,-1.53985,12.5075,8.7647,0.831494,0.768506,-0.0173306,-0.99985,-0.141493,0.0530041,-6.17849,-6.20622,-6.20111,-6.1929,0.689877,-0.909883,-0.615103
0.471127,3.75195,-0.0024357,-1.53997,12.5605,8.78612,0.832737,0.767899,-0.0173397,-0.99985,-0.142411,0.0529933,-6.12552,-6.15328,-6.14813,-6.13996,0.690201,-0.910194,-0.613467
0.468581,3.74443,-0.0026555,-1.5401,12.6135,8.80745,0.8362,0.769473,-0.0173384,-0.99985,-0.143329,0.052982,-6.07254,-6.10038,-6.09516,-6.08704,0.692746,-0.912686,-0.611839
0.466043,3.73692,-0.0028755,-1.54023,12.6665,8.82868,0.842871,0.774249,-0.0173269,-0.99985,-0.144246,0.0529702,-6.01952,-6.04754,-6.0422,-6.03413,0.698499,-0.918378,-0.610218
0.463514,3.72943,-0.0030957,-1.54038,12.7195,8.84981,0.849136,0.778664,-0.017305,-0.99985,-0.145162,0.0529578,-5.96654,-5.99471,-5.98926,-5.98124,0.703847,-0.923709,-0.608607
0.460997,3.72195,-0.0033161,-1.54054,12.7724,8.87086,0.846437,0.774213,-0.0172728,-0.999851,-0.146076,0.052945,-5.91374,-5.94174,-5.93633,-5.92836,0.700235,-0.920174,-0.607004
0.458491,3.70704,-0.0037576,-1.5409,12.8254,8.91268,0.840863,0.766862,-0.0172302,-0.999852,-0.146988,0.0529316,-5.86102,-5.88872,-5.8834,-5.8755,0.69375,-0.913737,-0.605411
0.455999,3.6996,-0.0039788,-1.54109,12.8783,8.93345,0.838616,0.762818,-0.0171773,-0.999853,-0.147897,0.0529178,-5.80826,-5.83577,-5.8305,-5.82266,0.690595,-0.910603,-0.60383
0.453522,3.69218,-0.0042002,-1.5413,12.9312,8.95413,0.839759,0.762147,-0.0171141,-0.999853,-0.148803,0.0529035,-5.75547,-5.78288,-5.7776,-5.76984,0.690833,-0.910839,-0.602259
0.45106,3.68478,-0.0044219,-1.54151,12.9841,8.97472,0.84426,0.764823,-0.0170405,-0.999855,-0.149705,0.0528885,-5.70265,-5.73007,-5.72472,-5.71703,0.694432,-0.914418,-0.6007
0.448616,3.67739,-0.0046439,-1.54174,13.037,8.99523,0.852095,0.770827,-0.0169565,-0.999856,-0.150603,0.0528733,-5.6498,-5.67732,-5.67186,-5.66425,0.70137,-0.921319,-0.599154
0.44619,3.67002,-0.0048663,-1.54198,13.0899,9.01565,0.864177,0.781001,-0.016862,-0.999858,-0.151495,0.0528574,-5.59691,-5.62465,-5.619,-5.61148,0.712559,-0.932385,-0.597621
0.443783,3.66266,-0.0050891,-1.54222,13.1427,9.03598,0.878317,0.793517,-0.0167572,-0.99986,-0.152382,0.0528411,-5.54401,-5.57203,-5.56617,-5.55873,0.725811,-0.945788,-0.596102
0.441397,3.65531,-0.0053122,-1.54248,13.1956,9.05622,0.881503,0.794897,-0.016642,-0.999861,-0.153263,0.0528242,-5.49133,-5.51923,-5.51335,-5.506,0.728119,-0.948049,-0.594598
0.439032,3.64798,-0.0055356,-1.54276,13.2484,9.07638,0.869248,0.780923,-0.0165163,-0.999864,-0.154137,0.052807,-5.43894,-5.46619,-5.46055,-5.45329,0.714993,-0.934953,-0.593109
0.436691,3.64067,-0.0057595,-1.54304,13.3012,9.09645,0.85885,0.768819,-0.0163801,-0.999866,-0.155004,0.0527891,-5.38654,-5.4132,-5.40776,-5.40061,0.703731,-0.92372,-0.591636
